user_id,age_group,region,subscription_type
U016639,18-24,Uttar Pradesh,Free
U016640,25-34,Uttar Pradesh,Free
U016641,25-34,Maharashtra,Premium
U016642,25-34,Gujarat,Premium
U016643,18-24,Delhi,Premium
U016644,25-34,Maharashtra,Free
U016645,25-34,Maharashtra,Free
U016646,25-34,Telangana,Premium
U016647,25-34,Delhi,Free
U016648,25-34,West Bengal,Free
U016649,25-34,Tamil Nadu,Premium
U016650,25-34,Gujarat,Free
U016651,35-44,Punjab,Free
U016652,35-44,Punjab,Premium
U016653,18-24,Telangana,Premium
U016654,18-24,Delhi,Free
U016655,25-34,Tamil Nadu,Premium
U016656,35-44,Telangana,Free
U016657,18-24,West Bengal,Premium
U016658,25-34,Tamil Nadu,Free
U016659,18-24,Delhi,Premium
U016660,35-44,Punjab,Premium
U016661,18-24,Maharashtra,Free
U016662,35-44,Uttar Pradesh,Free
U016663,25-34,Telangana,Free
U016664,35-44,Karnataka,Free
U016665,45+,Karnataka,Free
U016666,25-34,Maharashtra,Free
U016667,25-34,Tamil Nadu,Free
U016668,35-44,Maharashtra,Free
U016669,35-44,Kerala,Free
U016670,25-34,Punjab,Free
U016671,18-24,Delhi,Free
U016672,45+,Delhi,Free
U016673,18-24,Maharashtra,Free
U016674,45+,Karnataka,Free
U016675,18-24,Maharashtra,Free
U016676,25-34,Maharashtra,Free
U016677,45+,Punjab,Free
U016678,25-34,Telangana,Premium
U016679,25-34,Punjab,Premium
U016680,18-24,Tamil Nadu,Free
U016681,18-24,Tamil Nadu,Free
U016682,18-24,Telangana,Free
U016683,25-34,Maharashtra,Free
U016684,25-34,Uttar Pradesh,Premium
U016685,18-24,Maharashtra,Free
U016686,25-34,Uttar Pradesh,Free
U016687,45+,Punjab,Premium
U016688,35-44,Tamil Nadu,Free
U016689,25-34,Maharashtra,Free
U016690,45+,Karnataka,Premium
U016691,25-34,Gujarat,Free
U016692,18-24,West Bengal,Premium
U016693,25-34,West Bengal,Free
U016694,35-44,Karnataka,Free
U016695,18-24,Uttar Pradesh,Free
U016696,18-24,Kerala,Free
U016697,45+,Punjab,Free
U016698,35-44,West Bengal,Free
U016699,35-44,Karnataka,Free
U016700,35-44,Delhi,Free
U016701,25-34,West Bengal,Premium
U016702,18-24,Tamil Nadu,Premium
U016703,35-44,Maharashtra,Premium
U016704,18-24,Gujarat,Premium
U016705,18-24,West Bengal,Free
U016706,45+,Telangana,Free
U016707,18-24,Uttar Pradesh,Free
U016708,18-24,Kerala,Free
U016709,18-24,Uttar Pradesh,Free
U016710,35-44,Kerala,Free
U016711,45+,Delhi,Free
U016712,18-24,Tamil Nadu,Free
U016713,25-34,Telangana,Free
U016714,35-44,Punjab,Premium
U016715,25-34,Karnataka,Free
U016716,18-24,Telangana,Free
U016717,18-24,Tamil Nadu,Premium
U016718,25-34,Delhi,Free
U016719,18-24,Telangana,Free
U016720,35-44,Telangana,Premium
U016721,18-24,Gujarat,Premium
U016722,35-44,Delhi,Free
U016723,25-34,Tamil Nadu,Free
U016724,25-34,Uttar Pradesh,Premium
U016725,35-44,Punjab,Free
U016726,18-24,Kerala,Free
U016727,18-24,Karnataka,Free
U016728,25-34,Delhi,Free
U016729,35-44,Kerala,Free
U016730,35-44,Kerala,Premium
U016731,25-34,Uttar Pradesh,Free
U016732,35-44,Kerala,Free
U016733,18-24,Karnataka,Free
U016734,18-24,Kerala,Premium
U016735,18-24,Maharashtra,Free
U016736,45+,Karnataka,Free
U016737,25-34,Punjab,Free
U016738,25-34,Telangana,Premium
U016739,35-44,West Bengal,Free
U016740,18-24,Telangana,Free
U016741,18-24,Delhi,Free
U016742,18-24,Karnataka,Free
U016743,18-24,Maharashtra,Premium
U016744,25-34,Telangana,Premium
U016745,18-24,Kerala,Free
U016746,35-44,Punjab,Free
U016747,35-44,Telangana,Free
U016748,45+,Gujarat,Free
U016749,18-24,Delhi,Free
U016750,25-34,Uttar Pradesh,Free
U016751,18-24,Karnataka,Free
U016752,18-24,Karnataka,Free
U016753,25-34,Kerala,Free
U016754,25-34,Karnataka,Free
U016755,25-34,Tamil Nadu,Premium
U016756,35-44,Punjab,Free
U016757,18-24,Delhi,Free
U016758,45+,Gujarat,Free
U016759,18-24,Maharashtra,Premium
U016760,45+,Delhi,Premium
U016761,25-34,Gujarat,Free
U016762,18-24,Kerala,Premium
U016763,25-34,Punjab,Free
U016764,18-24,Gujarat,Free
U016765,35-44,Kerala,Free
U016766,18-24,Karnataka,Free
U016767,35-44,Maharashtra,Premium
U016768,18-24,Kerala,Free
U016769,45+,West Bengal,Free
U016770,18-24,Tamil Nadu,Free
U016771,25-34,Punjab,Free
U016772,35-44,Karnataka,Premium
U016773,18-24,Punjab,Free
U016774,18-24,Gujarat,Free
U016775,25-34,Punjab,Free
U016776,25-34,Tamil Nadu,Free
U016777,35-44,West Bengal,Free
U016778,18-24,Maharashtra,Free
U016779,35-44,Telangana,Premium
U016780,45+,West Bengal,Premium
U016781,35-44,Telangana,Free
U016782,18-24,West Bengal,Premium
U016783,18-24,Tamil Nadu,Premium
U016784,45+,West Bengal,Premium
U016785,35-44,Uttar Pradesh,Free
U016786,25-34,Karnataka,Free
U016787,45+,Karnataka,Free
U016788,18-24,West Bengal,Premium
U016789,35-44,Maharashtra,Premium
U016790,25-34,Punjab,Free
U016791,35-44,Delhi,Premium
U016792,35-44,Tamil Nadu,Free
U016793,25-34,Delhi,Free
U016794,18-24,Punjab,Premium
U016795,45+,Tamil Nadu,Free
U016796,35-44,West Bengal,Free
U016797,25-34,Tamil Nadu,Free
U016798,45+,Gujarat,Premium
U016799,18-24,Kerala,Free
U016800,25-34,Maharashtra,Free
U016801,45+,West Bengal,Free
U016802,25-34,Maharashtra,Free
U016803,35-44,Delhi,Free
U016804,35-44,Kerala,Free
U016805,25-34,Telangana,Free
U016806,18-24,Karnataka,Free
U016807,35-44,Delhi,Premium
U016808,25-34,Karnataka,Free
U016809,25-34,Kerala,Free
U016810,25-34,Telangana,Free
U016811,18-24,Delhi,Premium
U016812,18-24,Tamil Nadu,Free
U016813,25-34,Punjab,Free
U016814,35-44,Delhi,Free
U016815,25-34,Maharashtra,Free
U016816,18-24,Kerala,Free
U016817,25-34,Delhi,Free
U016818,35-44,Delhi,Premium
U016819,18-24,Gujarat,Premium
U016820,25-34,Gujarat,Premium
U016821,35-44,Telangana,Free
U016822,25-34,Kerala,Premium
U016823,25-34,Maharashtra,Free
U016824,35-44,Delhi,Premium
U016825,18-24,Karnataka,Free
U016826,18-24,Kerala,Free
U016827,18-24,Maharashtra,Free
U016828,35-44,West Bengal,Free
U016829,45+,Maharashtra,Free
U016830,25-34,Uttar Pradesh,Premium
U016831,45+,Punjab,Free
U016832,35-44,Kerala,Premium
U016833,18-24,West Bengal,Free
U016834,18-24,Karnataka,Free
U016835,25-34,Kerala,Free
U016836,25-34,West Bengal,Free
U016837,25-34,Tamil Nadu,Free
U016838,25-34,West Bengal,Free
U016839,25-34,Punjab,Premium
U016840,18-24,Kerala,Free
U016841,25-34,Kerala,Free
U016842,35-44,Tamil Nadu,Free
U016843,35-44,West Bengal,Premium
U016844,18-24,Gujarat,Free
U016845,35-44,West Bengal,Free
U016846,18-24,Punjab,Premium
U016847,18-24,Punjab,Free
U016848,35-44,Uttar Pradesh,Premium
U016849,45+,Gujarat,Premium
U016850,45+,Karnataka,Free
U016851,18-24,Kerala,Free
U016852,18-24,Maharashtra,Premium
U016853,35-44,West Bengal,Free
U016854,35-44,Punjab,Free
U016855,25-34,Karnataka,Free
U016856,18-24,Uttar Pradesh,Premium
U016857,25-34,Delhi,Free
U016858,18-24,Kerala,Premium
U016859,18-24,Tamil Nadu,Free
U016860,25-34,Tamil Nadu,Free
U016861,18-24,Tamil Nadu,Premium
U016862,35-44,Uttar Pradesh,Free
U016863,25-34,Telangana,Premium
U016864,25-34,Punjab,Free
U016865,25-34,Maharashtra,Free
U016866,45+,Punjab,Free
U016867,25-34,Delhi,Premium
U016868,35-44,Delhi,Premium
U016869,25-34,Uttar Pradesh,Premium
U016870,25-34,Tamil Nadu,Free
U016871,45+,Uttar Pradesh,Premium
U016872,18-24,Telangana,Free
U016873,18-24,Punjab,Premium
U016874,45+,Delhi,Premium
U016875,25-34,Kerala,Free
U016876,18-24,Delhi,Free
U016877,45+,Maharashtra,Premium
U016878,18-24,Karnataka,Free
U016879,25-34,Karnataka,Premium
U016880,35-44,Punjab,Free
U016881,35-44,Telangana,Free
U016882,25-34,Telangana,Free
U016883,18-24,Tamil Nadu,Free
U016884,35-44,Telangana,Free
U016885,35-44,West Bengal,Premium
U016886,18-24,Delhi,Free
U016887,18-24,Karnataka,Free
U016888,25-34,Maharashtra,Free
U016889,18-24,Uttar Pradesh,Free
U016890,35-44,West Bengal,Free
U016891,45+,Gujarat,Premium
U016892,18-24,Kerala,Premium
U016893,45+,Maharashtra,Free
U016894,35-44,Tamil Nadu,Free
U016895,35-44,Gujarat,Free
U016896,45+,Telangana,Premium
U016897,18-24,Telangana,Free
U016898,45+,Uttar Pradesh,Premium
U016899,18-24,Kerala,Premium
U016900,25-34,Kerala,Premium
U016901,25-34,Kerala,Premium
U016902,18-24,Karnataka,Free
U016903,35-44,Uttar Pradesh,Free
U016904,25-34,Gujarat,Free
U016905,25-34,Maharashtra,Free
U016906,25-34,Telangana,Premium
U016907,18-24,Punjab,Free
U016908,18-24,Telangana,Free
U016909,18-24,Gujarat,Free
U016910,45+,West Bengal,Free
U016911,35-44,Kerala,Free
U016912,25-34,Tamil Nadu,Free
U016913,25-34,Maharashtra,Free
U016914,25-34,Gujarat,Free
U016915,18-24,Maharashtra,Free
U016916,18-24,Delhi,Free
U016917,25-34,Kerala,Free
U016918,18-24,Tamil Nadu,Premium
U016919,35-44,Tamil Nadu,Free
U016920,18-24,Maharashtra,Free
U016921,25-34,Delhi,Premium
U016922,25-34,Kerala,Free
U016923,35-44,Telangana,Premium
U016924,45+,Punjab,Premium
U016925,25-34,Tamil Nadu,Free
U016926,18-24,Tamil Nadu,Free
U016927,25-34,Uttar Pradesh,Free
U016928,18-24,Gujarat,Free
U016929,18-24,Tamil Nadu,Free
U016930,25-34,Delhi,Premium
U016931,18-24,Telangana,Free
U016932,18-24,Maharashtra,Free
U016933,25-34,West Bengal,Free
U016934,25-34,Telangana,Premium
U016935,45+,Gujarat,Free
U016936,18-24,Tamil Nadu,Free
U016937,25-34,Telangana,Free
U016938,35-44,Maharashtra,Free
U016939,35-44,Gujarat,Premium
U016940,18-24,Punjab,Free
U016941,25-34,Kerala,Free
U016942,25-34,Punjab,Premium
U016943,18-24,Karnataka,Premium
U016944,18-24,Punjab,Premium
U016945,25-34,Gujarat,Free
U016946,18-24,Kerala,Free
U016947,18-24,Kerala,Premium
U016948,25-34,Karnataka,Free
U016949,18-24,Kerala,Free
U016950,18-24,Tamil Nadu,Free
U016951,25-34,Kerala,Premium
U016952,35-44,Punjab,Free
U016953,35-44,Telangana,Free
U016954,18-24,Uttar Pradesh,Free
U016955,18-24,Maharashtra,Free
U016956,45+,Kerala,Premium
U016957,25-34,West Bengal,Free
U016958,25-34,Tamil Nadu,Premium
U016959,18-24,Uttar Pradesh,Free
U016960,18-24,Kerala,Premium
U016961,18-24,Telangana,Premium
U016962,35-44,Karnataka,Free
U016963,45+,West Bengal,Free
U016964,18-24,Maharashtra,Premium
U016965,35-44,Punjab,Free
U016966,35-44,Tamil Nadu,Free
U016967,35-44,Punjab,Premium
U016968,25-34,Telangana,Premium
U016969,18-24,Gujarat,Free
U016970,45+,Karnataka,Free
U016971,18-24,Tamil Nadu,Premium
U016972,18-24,Tamil Nadu,Free
U016973,18-24,Kerala,Premium
U016974,25-34,Kerala,Free
U016975,18-24,Punjab,Free
U016976,25-34,Gujarat,Free
U016977,45+,West Bengal,Free
U016978,25-34,Gujarat,Free
U016979,45+,Gujarat,Free
U016980,45+,Telangana,Free
U016981,35-44,Kerala,Premium
U016982,25-34,West Bengal,Free
U016983,35-44,West Bengal,Free
U016984,25-34,Telangana,Free
U016985,18-24,Punjab,Free
U016986,45+,Karnataka,Free
U016987,25-34,Kerala,Free
U016988,45+,Kerala,Premium
U016989,25-34,Tamil Nadu,Free
U016990,18-24,Delhi,Free
U016991,35-44,Delhi,Premium
U016992,25-34,Gujarat,Free
U016993,25-34,Delhi,Premium
U016994,35-44,Punjab,Free
U016995,25-34,Maharashtra,Free
U016996,18-24,Punjab,Free
U016997,25-34,Gujarat,Free
U016998,18-24,Punjab,Premium
U016999,25-34,Gujarat,Free
U017000,18-24,Gujarat,Free
U017001,18-24,Kerala,Free
U017002,45+,Punjab,Premium
U017003,18-24,Uttar Pradesh,Free
U017004,35-44,West Bengal,Free
U017005,25-34,Kerala,Free
U017006,18-24,Karnataka,Free
U017007,45+,West Bengal,Free
U017008,18-24,West Bengal,Premium
U017009,25-34,Telangana,Free
U017010,35-44,Telangana,Free
U017011,35-44,Kerala,Free
U017012,18-24,Uttar Pradesh,Free
U017013,35-44,Gujarat,Free
U017014,45+,Karnataka,Premium
U017015,25-34,Gujarat,Free
U017016,25-34,Karnataka,Free
U017017,25-34,Punjab,Premium
U017018,25-34,Delhi,Free
U017019,25-34,Kerala,Free
U017020,18-24,Tamil Nadu,Free
U017021,25-34,Gujarat,Premium
U017022,18-24,Gujarat,Free
U017023,18-24,Telangana,Free
U017024,25-34,Punjab,Free
U017025,18-24,Delhi,Free
U017026,25-34,Uttar Pradesh,Free
U017027,25-34,Karnataka,Free
U017028,18-24,Maharashtra,Premium
U017029,18-24,Karnataka,Free
U017030,18-24,Gujarat,Free
U017031,25-34,Maharashtra,Free
U017032,18-24,West Bengal,Free
U017033,35-44,Tamil Nadu,Free
U017034,25-34,Uttar Pradesh,Premium
U017035,25-34,Tamil Nadu,Premium
U017036,18-24,Telangana,Free
U017037,18-24,Tamil Nadu,Free
U017038,18-24,West Bengal,Premium
U017039,18-24,Maharashtra,Free
U017040,45+,Maharashtra,Premium
U017041,18-24,Telangana,Premium
U017042,18-24,Karnataka,Free
U017043,35-44,Delhi,Free
U017044,45+,Kerala,Free
U017045,25-34,Kerala,Premium
U017046,25-34,Delhi,Free
U017047,18-24,Delhi,Free
U017048,35-44,Kerala,Free
U017049,25-34,Tamil Nadu,Premium
U017050,25-34,Karnataka,Free
U017051,18-24,Telangana,Premium
U017052,25-34,Karnataka,Premium
U017053,35-44,Maharashtra,Free
U017054,18-24,West Bengal,Free
U017055,25-34,West Bengal,Free
U017056,18-24,Maharashtra,Free
U017057,35-44,Punjab,Free
U017058,18-24,West Bengal,Premium
U017059,45+,Kerala,Free
U017060,25-34,Uttar Pradesh,Free
U017061,25-34,West Bengal,Premium
U017062,25-34,Maharashtra,Free
U017063,25-34,Karnataka,Free
U017064,18-24,Punjab,Free
U017065,25-34,Uttar Pradesh,Free
U017066,18-24,Maharashtra,Free
U017067,18-24,Karnataka,Free
U017068,35-44,Telangana,Free
U017069,18-24,Punjab,Free
U017070,35-44,Kerala,Premium
U017071,35-44,Delhi,Free
U017072,25-34,Uttar Pradesh,Premium
U017073,18-24,Tamil Nadu,Premium
U017074,25-34,Karnataka,Free
U017075,35-44,Uttar Pradesh,Free
U017076,25-34,Delhi,Premium
U017077,18-24,Tamil Nadu,Free
U017078,18-24,Maharashtra,Free
U017079,25-34,Telangana,Free
U017080,18-24,Karnataka,Free
U017081,18-24,Kerala,Free
U017082,25-34,Telangana,Premium
U017083,25-34,West Bengal,Free
U017084,18-24,Uttar Pradesh,Free
U017085,45+,Uttar Pradesh,Free
U017086,18-24,Punjab,Free
U017087,18-24,Telangana,Free
U017088,18-24,Kerala,Premium
U017089,18-24,Delhi,Free
U017090,25-34,Tamil Nadu,Free
U017091,18-24,Telangana,Free
U017092,35-44,Gujarat,Free
U017093,35-44,Maharashtra,Free
U017094,18-24,Gujarat,Premium
U017095,35-44,Punjab,Free
U017096,25-34,Gujarat,Premium
U017097,35-44,West Bengal,Premium
U017098,18-24,Tamil Nadu,Free
U017099,25-34,Delhi,Free
U017100,18-24,Karnataka,Free
U017101,18-24,Kerala,Free
U017102,35-44,Punjab,Free
U017103,18-24,West Bengal,Premium
U017104,25-34,Punjab,Free
U017105,18-24,Maharashtra,Premium
U017106,35-44,West Bengal,Free
U017107,25-34,Gujarat,Free
U017108,18-24,Uttar Pradesh,Free
U017109,25-34,Telangana,Free
U017110,18-24,West Bengal,Premium
U017111,18-24,West Bengal,Free
U017112,25-34,Tamil Nadu,Premium
U017113,45+,Maharashtra,Free
U017114,35-44,Punjab,Free
U017115,18-24,Karnataka,Free
U017116,18-24,West Bengal,Premium
U017117,35-44,Karnataka,Free
U017118,18-24,Punjab,Free
U017119,35-44,Uttar Pradesh,Free
U017120,25-34,Maharashtra,Premium
U017121,35-44,Kerala,Premium
U017122,25-34,Maharashtra,Premium
U017123,45+,Karnataka,Free
U017124,25-34,Gujarat,Premium
U017125,35-44,Gujarat,Free
U017126,18-24,Karnataka,Free
U017127,25-34,Maharashtra,Premium
U017128,18-24,Uttar Pradesh,Free
U017129,18-24,Gujarat,Premium
U017130,25-34,Tamil Nadu,Free
U017131,18-24,Maharashtra,Premium
U017132,45+,West Bengal,Free
U017133,35-44,Kerala,Free
U017134,35-44,Gujarat,Premium
U017135,25-34,Kerala,Free
U017136,18-24,Gujarat,Free
U017137,18-24,Telangana,Free
U017138,18-24,Delhi,Premium
U017139,25-34,West Bengal,Premium
U017140,35-44,Punjab,Free
U017141,18-24,West Bengal,Free
U017142,18-24,Delhi,Free
U017143,18-24,Maharashtra,Free
U017144,25-34,Tamil Nadu,Free
U017145,18-24,Telangana,Premium
U017146,25-34,Delhi,Free
U017147,18-24,Kerala,Free
U017148,18-24,West Bengal,Free
U017149,35-44,Gujarat,Premium
U017150,45+,Karnataka,Free
U017151,18-24,West Bengal,Free
U017152,18-24,Uttar Pradesh,Free
U017153,18-24,Delhi,Free
U017154,35-44,Gujarat,Premium
U017155,25-34,West Bengal,Free
U017156,25-34,Kerala,Free
U017157,25-34,West Bengal,Free
U017158,45+,West Bengal,Premium
U017159,18-24,Kerala,Free
U017160,18-24,Maharashtra,Premium
U017161,25-34,Maharashtra,Free
U017162,25-34,Maharashtra,Free
U017163,18-24,Uttar Pradesh,Free
U017164,35-44,Tamil Nadu,Free
U017165,25-34,Uttar Pradesh,Free
U017166,45+,Uttar Pradesh,Free
U017167,45+,Karnataka,Free
U017168,25-34,Maharashtra,Premium
U017169,35-44,Gujarat,Premium
U017170,35-44,Tamil Nadu,Premium
U017171,25-34,Punjab,Free
U017172,25-34,Kerala,Free
U017173,45+,Tamil Nadu,Free
U017174,35-44,Karnataka,Premium
U017175,35-44,Karnataka,Free
U017176,18-24,Uttar Pradesh,Free
U017177,35-44,Karnataka,Free
U017178,25-34,Uttar Pradesh,Free
U017179,25-34,Telangana,Free
U017180,25-34,Maharashtra,Free
U017181,25-34,Delhi,Free
U017182,18-24,West Bengal,Premium
U017183,25-34,Delhi,Free
U017184,18-24,Delhi,Free
U017185,18-24,Tamil Nadu,Free
U017186,18-24,Tamil Nadu,Free
U017187,25-34,Uttar Pradesh,Free
U017188,18-24,Gujarat,Free
U017189,18-24,Uttar Pradesh,Free
U017190,35-44,Maharashtra,Free
U017191,25-34,Gujarat,Premium
U017192,35-44,Uttar Pradesh,Free
U017193,25-34,West Bengal,Premium
U017194,18-24,Uttar Pradesh,Free
U017195,35-44,Gujarat,Free
U017196,25-34,West Bengal,Free
U017197,45+,Tamil Nadu,Free
U017198,18-24,Karnataka,Free
U017199,35-44,Karnataka,Free
U017200,25-34,Punjab,Free
U017201,35-44,Telangana,Free
U017202,18-24,Tamil Nadu,Free
U017203,25-34,Punjab,Premium
U017204,18-24,Delhi,Free
U017205,35-44,Telangana,Free
U017206,18-24,Maharashtra,Free
U017207,25-34,Karnataka,Free
U017208,25-34,Maharashtra,Premium
U017209,25-34,Karnataka,Premium
U017210,35-44,West Bengal,Free
U017211,25-34,West Bengal,Free
U017212,18-24,Maharashtra,Free
U017213,35-44,Kerala,Free
U017214,25-34,Karnataka,Free
U017215,25-34,Tamil Nadu,Premium
U017216,18-24,West Bengal,Free
U017217,25-34,Maharashtra,Premium
U017218,35-44,Delhi,Premium
U017219,45+,Delhi,Free
U017220,45+,Karnataka,Free
U017221,35-44,Maharashtra,Free
U017222,18-24,Maharashtra,Premium
U017223,25-34,Telangana,Free
U017224,18-24,Delhi,Free
U017225,25-34,Tamil Nadu,Premium
U017226,18-24,Punjab,Free
U017227,45+,Uttar Pradesh,Premium
U017228,18-24,Delhi,Premium
U017229,18-24,Tamil Nadu,Free
U017230,35-44,Tamil Nadu,Premium
U017231,18-24,Kerala,Premium
U017232,18-24,Delhi,Free
U017233,25-34,Uttar Pradesh,Premium
U017234,45+,Karnataka,Free
U017235,18-24,Maharashtra,Premium
U017236,25-34,Kerala,Premium
U017237,18-24,Telangana,Premium
U017238,25-34,West Bengal,Premium
U017239,18-24,Uttar Pradesh,Premium
U017240,25-34,Karnataka,Free
U017241,25-34,Uttar Pradesh,Free
U017242,45+,Uttar Pradesh,Free
U017243,25-34,Telangana,Free
U017244,25-34,Kerala,Premium
U017245,25-34,Maharashtra,Free
U017246,18-24,West Bengal,Free
U017247,18-24,Maharashtra,Free
U017248,25-34,Tamil Nadu,Premium
U017249,18-24,Kerala,Free
U017250,18-24,Maharashtra,Premium
U017251,25-34,Tamil Nadu,Free
U017252,18-24,Tamil Nadu,Free
U017253,18-24,Punjab,Free
U017254,25-34,Telangana,Premium
U017255,35-44,Gujarat,Free
U017256,18-24,Uttar Pradesh,Free
U017257,35-44,Uttar Pradesh,Free
U017258,18-24,Uttar Pradesh,Free
U017259,45+,Punjab,Free
U017260,25-34,Delhi,Free
U017261,25-34,Delhi,Free
U017262,25-34,Uttar Pradesh,Free
U017263,25-34,Punjab,Free
U017264,25-34,Kerala,Free
U017265,25-34,Tamil Nadu,Premium
U017266,45+,West Bengal,Premium
U017267,35-44,Kerala,Premium
U017268,25-34,Uttar Pradesh,Free
U017269,35-44,Maharashtra,Free
U017270,18-24,Karnataka,Free
U017271,25-34,Delhi,Free
U017272,25-34,Karnataka,Free
U017273,18-24,Karnataka,Free
U017274,45+,Gujarat,Free
U017275,35-44,Kerala,Free
U017276,45+,Delhi,Free
U017277,25-34,Tamil Nadu,Free
U017278,25-34,Kerala,Free
U017279,35-44,Kerala,Free
U017280,18-24,Gujarat,Free
U017281,35-44,Punjab,Premium
U017282,18-24,Gujarat,Free
U017283,35-44,Uttar Pradesh,Free
U017284,35-44,Punjab,Free
U017285,18-24,West Bengal,Free
U017286,18-24,West Bengal,Free
U017287,25-34,Gujarat,Free
U017288,18-24,Maharashtra,Free
U017289,35-44,Punjab,Premium
U017290,18-24,Gujarat,Free
U017291,25-34,Maharashtra,Free
U017292,18-24,Tamil Nadu,Premium
U017293,18-24,Punjab,Free
U017294,18-24,West Bengal,Free
U017295,35-44,Tamil Nadu,Premium
U017296,35-44,Gujarat,Premium
U017297,45+,Maharashtra,Free
U017298,25-34,Telangana,Free
U017299,18-24,Telangana,Free
U017300,18-24,Telangana,Free
U017301,25-34,Maharashtra,Premium
U017302,18-24,Tamil Nadu,Premium
U017303,18-24,Gujarat,Free
U017304,25-34,West Bengal,Free
U017305,18-24,Delhi,Premium
U017306,25-34,Kerala,Free
U017307,25-34,Uttar Pradesh,Premium
U017308,35-44,Gujarat,Free
U017309,25-34,Maharashtra,Premium
U017310,35-44,Maharashtra,Free
U017311,25-34,Delhi,Free
U017312,18-24,Karnataka,Premium
U017313,18-24,Uttar Pradesh,Free
U017314,18-24,Tamil Nadu,Free
U017315,25-34,Uttar Pradesh,Free
U017316,35-44,Maharashtra,Free
U017317,35-44,Kerala,Premium
U017318,18-24,Kerala,Premium
U017319,18-24,Uttar Pradesh,Free
U017320,18-24,Telangana,Free
U017321,45+,West Bengal,Free
U017322,18-24,Maharashtra,Premium
U017323,25-34,Gujarat,Free
U017324,18-24,West Bengal,Free
U017325,35-44,Kerala,Free
U017326,25-34,Karnataka,Premium
U017327,18-24,Maharashtra,Free
U017328,25-34,Kerala,Free
U017329,35-44,Kerala,Premium
U017330,25-34,Delhi,Free
U017331,45+,Gujarat,Free
U017332,35-44,Maharashtra,Free
U017333,25-34,West Bengal,Free
U017334,45+,Maharashtra,Premium
U017335,35-44,Kerala,Free
U017336,25-34,Tamil Nadu,Free
U017337,35-44,Karnataka,Free
U017338,25-34,Kerala,Free
U017339,25-34,Gujarat,Free
U017340,25-34,West Bengal,Free
U017341,35-44,Kerala,Free
U017342,45+,Maharashtra,Free
U017343,18-24,Gujarat,Free
U017344,25-34,Telangana,Free
U017345,25-34,Delhi,Free
U017346,35-44,Tamil Nadu,Free
U017347,25-34,West Bengal,Free
U017348,18-24,Kerala,Free
U017349,18-24,Telangana,Free
U017350,18-24,Punjab,Free
U017351,18-24,Punjab,Free
U017352,18-24,Kerala,Free
U017353,18-24,Gujarat,Free
U017354,35-44,West Bengal,Free
U017355,25-34,Kerala,Premium
U017356,25-34,West Bengal,Free
U017357,35-44,Tamil Nadu,Free
U017358,18-24,Tamil Nadu,Free
U017359,35-44,Tamil Nadu,Free
U017360,35-44,Maharashtra,Free
U017361,25-34,Telangana,Premium
U017362,25-34,Delhi,Free
U017363,18-24,Uttar Pradesh,Premium
U017364,25-34,Gujarat,Free
U017365,25-34,Tamil Nadu,Free
U017366,18-24,West Bengal,Free
U017367,25-34,Maharashtra,Free
U017368,25-34,Telangana,Free
U017369,18-24,Gujarat,Free
U017370,18-24,Telangana,Premium
U017371,25-34,Gujarat,Free
U017372,18-24,Maharashtra,Free
U017373,35-44,Uttar Pradesh,Premium
U017374,45+,Karnataka,Premium
U017375,35-44,Maharashtra,Free
U017376,18-24,West Bengal,Free
U017377,25-34,West Bengal,Premium
U017378,25-34,Delhi,Free
U017379,25-34,Karnataka,Free
U017380,45+,Uttar Pradesh,Free
U017381,25-34,Delhi,Premium
U017382,18-24,Maharashtra,Premium
U017383,25-34,Gujarat,Premium
U017384,45+,West Bengal,Free
U017385,25-34,Tamil Nadu,Free
U017386,35-44,Karnataka,Free
U017387,35-44,Gujarat,Premium
U017388,45+,Gujarat,Premium
U017389,25-34,Maharashtra,Free
U017390,45+,Gujarat,Free
U017391,35-44,Tamil Nadu,Free
U017392,35-44,Karnataka,Free
U017393,45+,Karnataka,Free
U017394,25-34,Tamil Nadu,Premium
U017395,35-44,Telangana,Free
U017396,25-34,Uttar Pradesh,Free
U017397,35-44,Maharashtra,Premium
U017398,35-44,West Bengal,Free
U017399,35-44,Maharashtra,Premium
U017400,25-34,Maharashtra,Free
U017401,35-44,Karnataka,Free
U017402,35-44,Kerala,Free
U017403,25-34,Karnataka,Free
U017404,25-34,Karnataka,Premium
U017405,35-44,Uttar Pradesh,Free
U017406,35-44,Punjab,Free
U017407,25-34,Kerala,Free
U017408,25-34,Gujarat,Premium
U017409,25-34,West Bengal,Free
U017410,25-34,Uttar Pradesh,Free
U017411,18-24,Uttar Pradesh,Free
U017412,18-24,Maharashtra,Free
U017413,35-44,Delhi,Free
U017414,45+,Karnataka,Free
U017415,25-34,West Bengal,Free
U017416,45+,Punjab,Free
U017417,25-34,West Bengal,Free
U017418,18-24,Gujarat,Free
U017419,35-44,Maharashtra,Premium
U017420,18-24,Gujarat,Free
U017421,18-24,Tamil Nadu,Premium
U017422,45+,Uttar Pradesh,Free
U017423,25-34,West Bengal,Free
U017424,18-24,Maharashtra,Free
U017425,25-34,Uttar Pradesh,Premium
U017426,25-34,Maharashtra,Free
U017427,25-34,Punjab,Free
U017428,18-24,Telangana,Premium
U017429,25-34,Uttar Pradesh,Free
U017430,25-34,Delhi,Premium
U017431,25-34,Telangana,Free
U017432,45+,Delhi,Premium
