song_id,artist_id,album_id,song_name,language,genre,duration_seconds,artist_popularity
S01140,A0270,AL00593,Song_01140,English,Indie,200.11,32.35
S01141,A0440,AL00590,Song_01141,English,Indie,154.08,28.26
S01142,A0169,AL00489,Song_01142,Hindi,Rock,148.21,25.93
S01143,A0465,AL00542,Song_01143,Gujarati,Pop,137.26,28.34
S01144,A0422,AL00682,Song_01144,Hindi,Folk,235.23,33.8
S01145,A0166,AL00916,Song_01145,Bengali,Folk,230.17,60.48
S01146,A0241,AL00663,Song_01146,Marathi,Romantic,237.03,58.36
S01147,A0266,AL00771,Song_01147,Tamil,Electronic,259.19,25.57
S01148,A0384,AL01004,Song_01148,Tamil,Rock,178.74,20.64
S01149,A0344,AL01187,Song_01149,Bengali,Classical,285.32,82.64
S01150,A0426,AL00131,Song_01150,Hindi,Folk,251.98,9.27
S01151,A0185,AL00855,Song_01151,Hindi,Folk,264.85,51.28
S01152,A0252,AL00270,Song_01152,Punjabi,Romantic,249.77,52.06
S01153,A0216,AL00236,Song_01153,English,Rock,184.52,57.41
S01154,A0454,AL00951,Song_01154,Hindi,Folk,170.95,88.57
S01155,A0153,AL00083,Song_01155,Hindi,Lo-Fi,196.05,62.39
S01156,A0293,AL01017,Song_01156,English,Pop,137.47,97.36
S01157,A0060,AL00924,Song_01157,Hindi,Folk,201.23,87.14
S01158,A0425,AL01193,Song_01158,Hindi,Classical,127.77,21.47
S01159,A0192,AL00801,Song_01159,Kannada,Indie,120.71,24.12
S01160,A0170,AL01047,Song_01160,English,Pop,287.67,34.48
S01161,A0291,AL00143,Song_01161,Gujarati,Devotional,244.08,39.15
S01162,A0249,AL01067,Song_01162,Gujarati,Devotional,221.13,55.3
S01163,A0424,AL00193,Song_01163,Hindi,Devotional,181.4,23.25
S01164,A0266,AL00377,Song_01164,Tamil,Electronic,222.7,22.23
S01165,A0258,AL00154,Song_01165,Marathi,Lo-Fi,280.48,38.14
S01166,A0053,AL00482,Song_01166,Tamil,Folk,237.43,67.2
S01167,A0011,AL00899,Song_01167,Hindi,Electronic,228.45,68.81
S01168,A0199,AL00322,Song_01168,Hindi,Lo-Fi,202.84,97.61
S01169,A0499,AL00986,Song_01169,Hindi,Devotional,182.23,20.24
S01170,A0458,AL00727,Song_01170,Marathi,Devotional,245.74,39.29
S01171,A0314,AL00755,Song_01171,Gujarati,Indie,296.58,96.47
S01172,A0315,AL01126,Song_01172,Marathi,Electronic,196.46,69.0
S01173,A0196,AL00518,Song_01173,Tamil,Pop,190.6,59.23
S01174,A0089,AL00414,Song_01174,Gujarati,Indie,197.06,53.96
S01175,A0005,AL01193,Song_01175,Marathi,Classical,196.6,7.55
S01176,A0170,AL00668,Song_01176,Hindi,Lo-Fi,298.31,89.34
S01177,A0158,AL00737,Song_01177,Bengali,Pop,247.22,62.55
S01178,A0096,AL00356,Song_01178,English,Devotional,184.65,57.17
S01179,A0130,AL00259,Song_01179,Hindi,Romantic,186.87,53.95
S01180,A0013,AL00204,Song_01180,Punjabi,Folk,197.54,39.19
S01181,A0304,AL00269,Song_01181,Malayalam,Folk,126.61,25.47
S01182,A0463,AL00235,Song_01182,Hindi,Hip-Hop,215.01,75.53
S01183,A0345,AL00896,Song_01183,English,Folk,266.05,50.96
S01184,A0224,AL00070,Song_01184,Hindi,Classical,238.9,3.39
S01185,A0210,AL00755,Song_01185,Hindi,Lo-Fi,155.72,39.91
S01186,A0154,AL01139,Song_01186,Hindi,Electronic,251.05,92.86
S01187,A0072,AL00918,Song_01187,Tamil,Pop,249.5,37.39
S01188,A0299,AL00484,Song_01188,Bengali,Hip-Hop,167.26,41.32
S01189,A0283,AL00072,Song_01189,Hindi,Classical,232.12,62.4
S01190,A0004,AL01001,Song_01190,Hindi,Hip-Hop,229.97,80.17
S01191,A0208,AL00004,Song_01191,Hindi,Romantic,271.16,66.85
S01192,A0139,AL00817,Song_01192,Hindi,Lo-Fi,144.49,85.01
S01193,A0085,AL00805,Song_01193,Punjabi,Folk,155.07,11.4
S01194,A0351,AL00231,Song_01194,Tamil,Classical,207.47,92.46
S01195,A0263,AL00888,Song_01195,Marathi,Hip-Hop,127.95,90.39
S01196,A0317,AL00211,Song_01196,English,Romantic,194.81,51.91
S01197,A0357,AL00271,Song_01197,Punjabi,Lo-Fi,261.88,62.47
S01198,A0490,AL00974,Song_01198,Hindi,Rock,146.77,21.28
S01199,A0401,AL01174,Song_01199,Hindi,Pop,202.79,44.79
S01200,A0310,AL00318,Song_01200,Malayalam,Rock,298.16,20.27
S01201,A0439,AL01105,Song_01201,Telugu,Classical,211.07,2.2
S01202,A0239,AL01096,Song_01202,Malayalam,Devotional,209.7,98.09
S01203,A0492,AL00923,Song_01203,Kannada,Rock,220.58,25.91
S01204,A0380,AL00168,Song_01204,Marathi,Lo-Fi,153.48,59.31
S01205,A0325,AL00360,Song_01205,Malayalam,Devotional,146.49,30.03
S01206,A0451,AL00813,Song_01206,English,Lo-Fi,241.92,37.06
S01207,A0258,AL01199,Song_01207,Hindi,Rock,191.24,39.78
S01208,A0360,AL00977,Song_01208,Hindi,Devotional,172.18,33.5
S01209,A0143,AL00504,Song_01209,Hindi,Rock,125.65,63.74
S01210,A0481,AL00283,Song_01210,Hindi,Devotional,272.29,96.09
S01211,A0312,AL01152,Song_01211,English,Electronic,125.82,42.86
S01212,A0391,AL00332,Song_01212,Tamil,Rock,255.0,97.33
S01213,A0230,AL00411,Song_01213,Telugu,Lo-Fi,188.76,66.78
S01214,A0433,AL01157,Song_01214,Punjabi,Folk,227.76,60.71
S01215,A0038,AL00674,Song_01215,Hindi,Folk,164.58,23.71
S01216,A0057,AL00318,Song_01216,Tamil,Hip-Hop,147.97,6.29
S01217,A0254,AL00007,Song_01217,English,Electronic,216.01,85.19
S01218,A0366,AL00516,Song_01218,Hindi,Romantic,245.21,57.4
S01219,A0404,AL01183,Song_01219,Hindi,Romantic,155.19,41.44
S01220,A0220,AL00519,Song_01220,English,Lo-Fi,198.54,81.2
S01221,A0325,AL00839,Song_01221,Hindi,Romantic,200.04,31.06
S01222,A0276,AL00304,Song_01222,Telugu,Folk,158.88,78.36
S01223,A0480,AL00930,Song_01223,Telugu,Classical,221.71,32.8
S01224,A0327,AL00931,Song_01224,Tamil,Rock,146.27,92.09
S01225,A0209,AL00730,Song_01225,Hindi,Pop,211.75,26.8
S01226,A0484,AL00926,Song_01226,Telugu,Devotional,140.42,13.76
S01227,A0054,AL00695,Song_01227,Marathi,Electronic,207.4,69.81
S01228,A0492,AL00454,Song_01228,Hindi,Classical,176.09,16.28
S01229,A0077,AL00885,Song_01229,Marathi,Folk,201.4,94.94
S01230,A0144,AL01002,Song_01230,English,Rock,198.07,65.56
S01231,A0410,AL01009,Song_01231,English,Indie,283.43,23.09
S01232,A0367,AL00256,Song_01232,Hindi,Hip-Hop,208.19,20.88
S01233,A0485,AL00812,Song_01233,Punjabi,Indie,267.33,92.39
S01234,A0375,AL00006,Song_01234,Hindi,Romantic,160.62,60.79
S01235,A0318,AL00686,Song_01235,Hindi,Classical,183.37,89.37
S01236,A0173,AL00685,Song_01236,Hindi,Indie,133.52,11.02
S01237,A0003,AL00436,Song_01237,Malayalam,Indie,195.73,92.54
S01238,A0062,AL01192,Song_01238,Hindi,Classical,240.37,52.0
S01239,A0149,AL01059,Song_01239,English,Devotional,270.87,66.84
S01240,A0021,AL00047,Song_01240,English,Indie,221.86,37.29
S01241,A0254,AL00251,Song_01241,Kannada,Hip-Hop,235.21,5.91
S01242,A0388,AL00250,Song_01242,Punjabi,Hip-Hop,151.91,95.8
S01243,A0481,AL01077,Song_01243,Kannada,Devotional,126.7,99.46
S01244,A0245,AL00623,Song_01244,Hindi,Lo-Fi,262.5,36.45
S01245,A0437,AL00874,Song_01245,Hindi,Electronic,150.07,94.39
S01246,A0492,AL00972,Song_01246,Punjabi,Devotional,136.41,16.77
S01247,A0430,AL00921,Song_01247,English,Lo-Fi,288.76,15.47
S01248,A0233,AL00107,Song_01248,Telugu,Folk,293.43,7.31
S01249,A0163,AL00169,Song_01249,Kannada,Indie,230.93,39.13
S01250,A0488,AL00474,Song_01250,English,Romantic,188.15,5.23
S01251,A0121,AL00406,Song_01251,Gujarati,Devotional,269.98,39.47
S01252,A0206,AL00896,Song_01252,Punjabi,Devotional,156.85,13.84
S01253,A0037,AL00188,Song_01253,Hindi,Hip-Hop,197.29,73.05
S01254,A0397,AL00446,Song_01254,English,Folk,184.26,83.34
S01255,A0325,AL00284,Song_01255,Hindi,Folk,284.29,68.78
S01256,A0043,AL00227,Song_01256,Telugu,Rock,285.56,20.05
S01257,A0111,AL00208,Song_01257,Hindi,Classical,237.16,76.68
S01258,A0278,AL00235,Song_01258,English,Romantic,139.93,24.95
S01259,A0270,AL00677,Song_01259,Punjabi,Romantic,206.79,75.95
S01260,A0401,AL00492,Song_01260,Hindi,Hip-Hop,164.16,56.74
S01261,A0133,AL00522,Song_01261,Hindi,Rock,279.28,36.67
S01262,A0462,AL00575,Song_01262,Tamil,Hip-Hop,144.91,8.35
S01263,A0222,AL00889,Song_01263,Hindi,Romantic,129.78,82.75
S01264,A0411,AL01034,Song_01264,English,Classical,246.8,93.97
S01265,A0119,AL00632,Song_01265,English,Devotional,201.59,66.59
S01266,A0019,AL00771,Song_01266,Hindi,Rock,270.91,96.45
S01267,A0028,AL00886,Song_01267,Hindi,Indie,133.43,93.41
S01268,A0186,AL00828,Song_01268,Telugu,Hip-Hop,264.19,19.46
S01269,A0476,AL00161,Song_01269,Malayalam,Electronic,126.72,73.12
S01270,A0025,AL01179,Song_01270,Hindi,Devotional,125.05,34.93
S01271,A0185,AL00198,Song_01271,Malayalam,Lo-Fi,203.04,48.75
S01272,A0055,AL00494,Song_01272,Punjabi,Pop,159.83,15.7
S01273,A0465,AL00783,Song_01273,Marathi,Folk,226.87,97.48
S01274,A0337,AL00484,Song_01274,Tamil,Rock,124.65,72.61
S01275,A0381,AL00292,Song_01275,Tamil,Pop,126.37,26.69
S01276,A0356,AL01108,Song_01276,Telugu,Devotional,250.89,37.15
S01277,A0328,AL00086,Song_01277,English,Romantic,157.83,42.25
S01278,A0387,AL00295,Song_01278,Punjabi,Romantic,238.16,74.75
S01279,A0005,AL01191,Song_01279,English,Lo-Fi,254.99,92.57
S01280,A0432,AL00876,Song_01280,Hindi,Hip-Hop,130.68,32.14
S01281,A0370,AL00105,Song_01281,Marathi,Indie,258.56,47.25
S01282,A0369,AL00905,Song_01282,Hindi,Hip-Hop,168.32,59.32
S01283,A0197,AL01163,Song_01283,Hindi,Romantic,190.12,39.33
S01284,A0400,AL00118,Song_01284,Hindi,Pop,135.6,50.42
S01285,A0191,AL00497,Song_01285,Hindi,Pop,270.95,10.57
S01286,A0025,AL00562,Song_01286,Marathi,Classical,220.93,16.77
S01287,A0454,AL00158,Song_01287,Marathi,Classical,210.84,40.11
S01288,A0118,AL00241,Song_01288,English,Pop,294.34,91.49
S01289,A0051,AL00209,Song_01289,Hindi,Rock,180.21,34.94
S01290,A0311,AL00223,Song_01290,English,Hip-Hop,280.34,24.98
S01291,A0117,AL00484,Song_01291,English,Indie,249.54,74.29
S01292,A0429,AL00557,Song_01292,Tamil,Lo-Fi,287.14,94.91
S01293,A0222,AL00286,Song_01293,Punjabi,Devotional,283.4,45.91
S01294,A0003,AL00348,Song_01294,English,Lo-Fi,298.39,0.86
S01295,A0475,AL00231,Song_01295,English,Romantic,143.7,68.81
S01296,A0257,AL00955,Song_01296,Gujarati,Hip-Hop,263.28,41.51
S01297,A0132,AL00254,Song_01297,Telugu,Electronic,264.81,67.36
S01298,A0338,AL01089,Song_01298,English,Rock,235.99,27.77
S01299,A0265,AL00647,Song_01299,English,Folk,170.19,0.24
S01300,A0015,AL00963,Song_01300,Hindi,Classical,293.73,34.45
S01301,A0380,AL00764,Song_01301,Malayalam,Hip-Hop,156.8,70.48
S01302,A0201,AL00319,Song_01302,English,Folk,209.92,39.31
S01303,A0350,AL00722,Song_01303,Hindi,Indie,213.87,21.92
S01304,A0447,AL00329,Song_01304,Gujarati,Folk,149.13,46.4
S01305,A0305,AL00143,Song_01305,Tamil,Classical,250.06,75.23
S01306,A0336,AL00306,Song_01306,Hindi,Romantic,136.0,11.94
S01307,A0128,AL00331,Song_01307,Hindi,Devotional,244.76,69.18
S01308,A0119,AL00162,Song_01308,Hindi,Romantic,272.75,66.73
S01309,A0208,AL00029,Song_01309,Punjabi,Devotional,182.89,37.07
S01310,A0426,AL01132,Song_01310,Hindi,Classical,247.7,97.03
S01311,A0262,AL00616,Song_01311,Malayalam,Electronic,148.22,89.47
S01312,A0174,AL00483,Song_01312,Malayalam,Folk,272.27,31.62
S01313,A0390,AL01116,Song_01313,Punjabi,Classical,291.37,3.11
S01314,A0426,AL00270,Song_01314,Marathi,Folk,147.48,30.83
S01315,A0451,AL00484,Song_01315,Hindi,Romantic,244.53,20.47
S01316,A0150,AL01016,Song_01316,Hindi,Romantic,211.05,54.73
S01317,A0355,AL00758,Song_01317,Tamil,Lo-Fi,215.67,91.87
S01318,A0295,AL00479,Song_01318,Hindi,Indie,247.17,87.03
S01319,A0225,AL00307,Song_01319,Hindi,Classical,207.97,30.58
S01320,A0199,AL00043,Song_01320,English,Romantic,228.06,42.86
S01321,A0058,AL00102,Song_01321,Hindi,Hip-Hop,161.56,3.65
S01322,A0138,AL00195,Song_01322,English,Devotional,188.13,54.42
S01323,A0275,AL00944,Song_01323,Tamil,Folk,275.74,6.34
S01324,A0443,AL00767,Song_01324,Telugu,Lo-Fi,139.78,93.86
S01325,A0433,AL00520,Song_01325,Marathi,Classical,227.56,86.69
S01326,A0094,AL00939,Song_01326,Bengali,Classical,153.17,21.42
S01327,A0339,AL00193,Song_01327,English,Romantic,272.38,69.94
S01328,A0043,AL00253,Song_01328,Bengali,Pop,224.23,56.8
S01329,A0337,AL00471,Song_01329,Punjabi,Classical,192.55,80.14
S01330,A0171,AL01100,Song_01330,Hindi,Indie,164.97,47.57
S01331,A0225,AL00737,Song_01331,Malayalam,Romantic,198.63,19.18
S01332,A0359,AL01021,Song_01332,Hindi,Classical,292.37,63.98
S01333,A0213,AL00298,Song_01333,Hindi,Devotional,211.66,8.03
S01334,A0403,AL01018,Song_01334,Hindi,Folk,204.51,58.46
S01335,A0267,AL00087,Song_01335,English,Lo-Fi,254.33,21.27
S01336,A0499,AL00273,Song_01336,English,Rock,188.23,68.49
S01337,A0319,AL00628,Song_01337,Punjabi,Rock,196.94,82.8
S01338,A0148,AL00061,Song_01338,Kannada,Folk,180.65,10.95
S01339,A0387,AL01030,Song_01339,Hindi,Devotional,147.17,40.03
S01340,A0204,AL01041,Song_01340,Punjabi,Hip-Hop,248.49,73.35
S01341,A0267,AL00650,Song_01341,English,Devotional,277.15,16.37
S01342,A0069,AL00367,Song_01342,Bengali,Romantic,283.01,56.65
S01343,A0060,AL00119,Song_01343,Hindi,Classical,278.54,67.18
S01344,A0287,AL00743,Song_01344,Hindi,Rock,201.32,35.48
S01345,A0094,AL00645,Song_01345,Punjabi,Lo-Fi,171.13,83.2
S01346,A0498,AL00912,Song_01346,Marathi,Pop,234.83,51.07
S01347,A0427,AL00723,Song_01347,Telugu,Folk,291.85,62.7
S01348,A0350,AL00154,Song_01348,Punjabi,Hip-Hop,250.87,14.09
S01349,A0367,AL00146,Song_01349,Telugu,Pop,209.07,2.32
S01350,A0298,AL00937,Song_01350,English,Devotional,243.99,5.07
S01351,A0031,AL00191,Song_01351,Hindi,Devotional,259.06,90.39
S01352,A0196,AL01126,Song_01352,Hindi,Romantic,285.47,88.26
S01353,A0248,AL00128,Song_01353,Hindi,Pop,257.38,80.76
S01354,A0457,AL00874,Song_01354,English,Romantic,197.97,19.96
S01355,A0110,AL01170,Song_01355,English,Classical,169.25,52.55
S01356,A0248,AL00530,Song_01356,English,Romantic,209.98,79.61
S01357,A0172,AL00069,Song_01357,Punjabi,Electronic,179.07,67.47
S01358,A0068,AL01052,Song_01358,English,Pop,289.7,11.55
S01359,A0052,AL00225,Song_01359,Marathi,Electronic,211.43,89.55
S01360,A0183,AL00633,Song_01360,Marathi,Folk,204.97,16.07
S01361,A0042,AL01181,Song_01361,English,Electronic,182.68,17.18
S01362,A0034,AL00893,Song_01362,English,Lo-Fi,235.09,90.1
S01363,A0176,AL00056,Song_01363,Punjabi,Lo-Fi,213.61,48.46
S01364,A0101,AL00984,Song_01364,Punjabi,Pop,143.23,37.29
S01365,A0277,AL00194,Song_01365,English,Rock,276.46,55.37
S01366,A0009,AL00899,Song_01366,English,Electronic,184.62,98.14
S01367,A0151,AL00745,Song_01367,Tamil,Rock,197.86,11.96
S01368,A0227,AL00346,Song_01368,Marathi,Electronic,157.02,75.69
S01369,A0481,AL00508,Song_01369,Hindi,Electronic,219.61,33.43
S01370,A0317,AL00142,Song_01370,English,Lo-Fi,246.37,11.7
S01371,A0440,AL01184,Song_01371,Kannada,Rock,278.61,42.19
S01372,A0172,AL00286,Song_01372,Hindi,Rock,129.29,54.88
S01373,A0225,AL00371,Song_01373,Bengali,Pop,295.2,20.6
S01374,A0210,AL00603,Song_01374,Hindi,Hip-Hop,246.69,40.53
S01375,A0443,AL00807,Song_01375,Punjabi,Hip-Hop,171.17,63.57
S01376,A0479,AL00606,Song_01376,English,Classical,156.81,57.64
S01377,A0481,AL00606,Song_01377,Hindi,Classical,173.3,72.32
S01378,A0376,AL00699,Song_01378,Kannada,Folk,277.63,83.64
S01379,A0252,AL01029,Song_01379,English,Electronic,172.45,40.91
S01380,A0270,AL00474,Song_01380,Malayalam,Electronic,203.31,42.3
S01381,A0490,AL00998,Song_01381,Hindi,Pop,247.03,49.67
S01382,A0142,AL00944,Song_01382,Bengali,Classical,276.96,56.64
S01383,A0174,AL01153,Song_01383,Malayalam,Electronic,238.54,10.83
S01384,A0448,AL01095,Song_01384,Punjabi,Hip-Hop,255.56,31.26
S01385,A0193,AL00958,Song_01385,Hindi,Classical,151.2,17.19
S01386,A0118,AL00296,Song_01386,Tamil,Electronic,277.93,38.59
S01387,A0280,AL00929,Song_01387,Punjabi,Electronic,169.63,97.34
S01388,A0163,AL00884,Song_01388,Malayalam,Folk,143.11,58.27
S01389,A0445,AL00348,Song_01389,English,Classical,295.72,42.94
S01390,A0454,AL00813,Song_01390,Hindi,Rock,156.3,56.59
S01391,A0153,AL00304,Song_01391,Hindi,Rock,144.6,66.91
S01392,A0265,AL00628,Song_01392,Tamil,Devotional,232.68,43.5
S01393,A0492,AL00956,Song_01393,Gujarati,Classical,177.4,44.77
S01394,A0371,AL00227,Song_01394,Hindi,Classical,144.0,70.14
S01395,A0108,AL00405,Song_01395,Tamil,Romantic,228.2,6.09
S01396,A0295,AL00954,Song_01396,Malayalam,Classical,256.62,54.01
S01397,A0310,AL00545,Song_01397,Hindi,Hip-Hop,262.78,54.73
S01398,A0327,AL01152,Song_01398,Hindi,Indie,147.99,75.68
S01399,A0013,AL00010,Song_01399,Tamil,Folk,220.24,98.26
S01400,A0150,AL00866,Song_01400,Marathi,Electronic,266.46,79.58
S01401,A0427,AL00977,Song_01401,Hindi,Classical,149.0,50.38
S01402,A0121,AL01101,Song_01402,Bengali,Lo-Fi,157.38,16.95
S01403,A0150,AL00188,Song_01403,Punjabi,Lo-Fi,120.43,58.83
S01404,A0161,AL01181,Song_01404,Kannada,Classical,214.43,83.43
S01405,A0089,AL00471,Song_01405,Kannada,Electronic,155.04,93.24
S01406,A0078,AL00423,Song_01406,Telugu,Rock,250.36,82.53
S01407,A0174,AL00427,Song_01407,Punjabi,Folk,293.2,18.9
S01408,A0437,AL00766,Song_01408,Hindi,Rock,157.58,71.26
S01409,A0001,AL00791,Song_01409,Punjabi,Hip-Hop,236.84,88.02
S01410,A0142,AL00569,Song_01410,Hindi,Romantic,158.13,68.1
S01411,A0031,AL00086,Song_01411,Marathi,Folk,123.24,68.58
S01412,A0281,AL01183,Song_01412,Hindi,Hip-Hop,256.54,50.02
S01413,A0126,AL00267,Song_01413,Punjabi,Folk,198.12,63.7
S01414,A0396,AL00113,Song_01414,Hindi,Pop,290.42,29.44
S01415,A0292,AL00717,Song_01415,Hindi,Indie,216.17,8.88
S01416,A0392,AL00495,Song_01416,Hindi,Classical,148.35,82.77
S01417,A0317,AL00739,Song_01417,Marathi,Classical,200.96,94.31
S01418,A0219,AL01050,Song_01418,Telugu,Romantic,156.52,85.68
S01419,A0430,AL00117,Song_01419,Hindi,Pop,278.05,33.39
S01420,A0238,AL00341,Song_01420,Bengali,Rock,244.36,9.35
S01421,A0475,AL00620,Song_01421,Bengali,Classical,181.42,28.01
S01422,A0497,AL00945,Song_01422,English,Electronic,215.01,84.28
S01423,A0294,AL00721,Song_01423,Marathi,Classical,240.51,65.58
S01424,A0337,AL00459,Song_01424,English,Hip-Hop,260.91,96.67
S01425,A0128,AL00732,Song_01425,Hindi,Hip-Hop,134.43,34.27
S01426,A0407,AL01175,Song_01426,Punjabi,Devotional,124.05,55.15
S01427,A0336,AL00576,Song_01427,Hindi,Classical,140.6,79.0
S01428,A0451,AL01060,Song_01428,Kannada,Lo-Fi,191.1,23.4
S01429,A0134,AL00936,Song_01429,Malayalam,Classical,204.01,96.41
S01430,A0394,AL00362,Song_01430,Bengali,Indie,144.56,59.24
S01431,A0235,AL00300,Song_01431,Punjabi,Pop,194.01,0.79
S01432,A0093,AL00924,Song_01432,Punjabi,Romantic,199.49,2.52
S01433,A0086,AL00249,Song_01433,Gujarati,Folk,139.64,88.22
S01434,A0281,AL00404,Song_01434,Hindi,Rock,285.0,64.53
S01435,A0160,AL00283,Song_01435,Hindi,Classical,227.85,76.31
S01436,A0051,AL00728,Song_01436,Punjabi,Indie,189.94,78.4
S01437,A0214,AL00353,Song_01437,English,Pop,211.24,42.05
S01438,A0326,AL00790,Song_01438,English,Indie,176.56,79.86
S01439,A0160,AL01121,Song_01439,Hindi,Rock,273.78,93.75
S01440,A0477,AL00995,Song_01440,Punjabi,Romantic,223.5,17.22
S01441,A0389,AL01137,Song_01441,Hindi,Classical,209.08,76.41
S01442,A0256,AL00030,Song_01442,Hindi,Classical,283.96,30.78
S01443,A0467,AL00547,Song_01443,Hindi,Romantic,270.84,32.15
S01444,A0217,AL00264,Song_01444,English,Indie,266.3,41.28
S01445,A0070,AL01101,Song_01445,Kannada,Electronic,160.61,86.37
S01446,A0018,AL00854,Song_01446,English,Hip-Hop,147.56,2.21
S01447,A0469,AL00384,Song_01447,Marathi,Lo-Fi,244.22,43.39
S01448,A0479,AL00676,Song_01448,Telugu,Devotional,204.36,68.0
S01449,A0369,AL00726,Song_01449,English,Electronic,243.07,11.04
S01450,A0052,AL00595,Song_01450,Bengali,Pop,256.91,79.23
S01451,A0147,AL00569,Song_01451,Tamil,Electronic,173.16,94.19
S01452,A0021,AL00067,Song_01452,Punjabi,Rock,171.24,9.09
S01453,A0026,AL00543,Song_01453,Hindi,Electronic,208.35,15.29
S01454,A0123,AL00418,Song_01454,Hindi,Folk,169.24,97.41
S01455,A0286,AL00982,Song_01455,Gujarati,Hip-Hop,240.11,19.79
S01456,A0033,AL01038,Song_01456,Telugu,Hip-Hop,254.41,7.89
S01457,A0492,AL00900,Song_01457,Malayalam,Pop,204.97,95.22
S01458,A0228,AL00038,Song_01458,Kannada,Devotional,250.28,89.26
S01459,A0132,AL01009,Song_01459,Hindi,Electronic,211.88,65.57
S01460,A0258,AL00476,Song_01460,Telugu,Classical,248.32,55.14
S01461,A0395,AL00500,Song_01461,English,Romantic,160.49,91.92
S01462,A0156,AL01134,Song_01462,Telugu,Rock,252.99,65.55
S01463,A0024,AL01040,Song_01463,Hindi,Classical,248.72,65.84
S01464,A0026,AL00062,Song_01464,Hindi,Lo-Fi,167.99,84.37
S01465,A0426,AL00432,Song_01465,Telugu,Romantic,220.07,65.32
S01466,A0056,AL00899,Song_01466,Telugu,Rock,273.96,50.37
S01467,A0318,AL00647,Song_01467,Marathi,Devotional,164.91,38.97
S01468,A0192,AL00309,Song_01468,English,Hip-Hop,252.48,50.31
S01469,A0388,AL00630,Song_01469,English,Folk,291.71,52.25
S01470,A0031,AL01040,Song_01470,Gujarati,Lo-Fi,275.92,36.08
S01471,A0448,AL00268,Song_01471,English,Rock,192.27,44.81
S01472,A0349,AL00895,Song_01472,English,Electronic,229.3,80.19
S01473,A0225,AL00881,Song_01473,Punjabi,Electronic,298.52,41.65
S01474,A0104,AL01062,Song_01474,English,Devotional,222.32,2.56
S01475,A0488,AL00358,Song_01475,Punjabi,Romantic,140.7,28.3
S01476,A0151,AL00259,Song_01476,English,Pop,128.18,23.17
S01477,A0245,AL00657,Song_01477,Bengali,Rock,262.26,79.36
S01478,A0197,AL00638,Song_01478,Kannada,Romantic,196.25,44.93
S01479,A0116,AL00492,Song_01479,Malayalam,Hip-Hop,164.43,28.03
S01480,A0208,AL00935,Song_01480,Punjabi,Devotional,182.58,81.07
S01481,A0076,AL00959,Song_01481,English,Indie,256.33,1.92
S01482,A0001,AL00295,Song_01482,Tamil,Hip-Hop,203.74,17.43
S01483,A0145,AL00954,Song_01483,Bengali,Pop,276.33,82.7
S01484,A0056,AL00277,Song_01484,Punjabi,Hip-Hop,252.29,55.07
S01485,A0207,AL00489,Song_01485,Tamil,Classical,295.32,77.36
S01486,A0431,AL00033,Song_01486,Tamil,Electronic,279.93,83.82
S01487,A0082,AL00409,Song_01487,Marathi,Rock,165.82,94.2
S01488,A0001,AL01150,Song_01488,Tamil,Hip-Hop,238.63,6.34
S01489,A0056,AL00531,Song_01489,Hindi,Indie,123.7,79.92
S01490,A0254,AL00852,Song_01490,English,Pop,298.4,70.88
S01491,A0138,AL00130,Song_01491,Punjabi,Hip-Hop,166.98,20.7
S01492,A0245,AL00763,Song_01492,Hindi,Pop,239.66,93.17
S01493,A0015,AL00446,Song_01493,Bengali,Indie,272.85,40.42
S01494,A0167,AL00893,Song_01494,Marathi,Classical,148.88,88.76
S01495,A0205,AL01113,Song_01495,Hindi,Indie,272.62,60.51
S01496,A0216,AL00638,Song_01496,Telugu,Devotional,122.2,52.67
S01497,A0276,AL00124,Song_01497,Tamil,Rock,199.56,15.95
S01498,A0390,AL00571,Song_01498,Telugu,Folk,204.97,91.43
S01499,A0234,AL00148,Song_01499,English,Lo-Fi,187.34,55.67
S01500,A0420,AL00539,Song_01500,Bengali,Romantic,225.55,0.61
S01501,A0265,AL00074,Song_01501,English,Lo-Fi,284.67,1.83
S01502,A0130,AL00768,Song_01502,Punjabi,Romantic,178.86,77.76
S01503,A0115,AL00373,Song_01503,Hindi,Hip-Hop,224.27,16.19
S01504,A0161,AL00242,Song_01504,Marathi,Indie,277.94,59.87
S01505,A0299,AL00021,Song_01505,Tamil,Pop,259.14,68.11
S01506,A0121,AL01065,Song_01506,Punjabi,Rock,127.33,27.94
S01507,A0457,AL01004,Song_01507,English,Romantic,289.7,56.93
S01508,A0240,AL00974,Song_01508,Telugu,Classical,128.4,24.03
S01509,A0431,AL00070,Song_01509,Tamil,Folk,225.98,94.63
S01510,A0341,AL00420,Song_01510,Hindi,Lo-Fi,223.56,86.02
S01511,A0167,AL01165,Song_01511,Malayalam,Hip-Hop,261.55,28.8
S01512,A0114,AL00694,Song_01512,Tamil,Indie,146.72,52.88
S01513,A0372,AL00155,Song_01513,Gujarati,Classical,152.29,50.06
S01514,A0166,AL00170,Song_01514,Gujarati,Classical,255.38,96.0
S01515,A0124,AL00316,Song_01515,Kannada,Devotional,146.91,39.4
S01516,A0465,AL01166,Song_01516,Telugu,Lo-Fi,204.5,56.22
S01517,A0241,AL00204,Song_01517,Marathi,Classical,251.7,92.87
S01518,A0025,AL01083,Song_01518,Hindi,Pop,237.22,16.28
S01519,A0247,AL00813,Song_01519,Punjabi,Lo-Fi,157.91,55.05
